Score,Word
224.81917608457894,copes
224.84979948960992,haler
224.96573095151294,tikes
224.97010572366023,dices
225.04557054320088,slope
225.05395552314982,liter
225.1618665694495,pails
225.3488880787459,likes
225.41851986875685,taper
225.45060153117026,smote
225.70069267225665,pater
225.79037550127597,pelts
226.05468465184106,slain
226.0780167699599,baste
226.0995260663507,mines
226.44659132336858,talus
226.61684287276705,kites
226.72147283995625,naves
226.780167699599,shade
226.80860371855633,roves
227.04866934013853,sates
227.34196135617935,donas
227.5625227852716,degas
227.5628873496172,lords
227.7349617207437,leash
227.88443310244259,oases
227.9059423988334,steam
227.9784907036092,marts
228.01093693036822,yeast
228.01713452424352,weirs
228.01932191031716,sawed
228.27232956616842,colas
228.3755012759752,clues
228.3955523149836,staid
228.604812249362,narcs
228.90885891359824,moats
229.20415603353993,leant
229.59168793292017,melts
229.6394458621947,layer
229.71162960262487,weans
229.8538096974116,prats
229.90812978490703,cents
230.12978490703608,poise
230.364564345607,aches
230.52788917243893,comes
230.62850893182647,talcs
230.85636164783085,super
230.9431279620853,halos
230.9948960991615,wiles
231.05322639445862,snail
231.12249362012395,makes
231.219832300401,traps
231.23696682464455,satyr
231.4210718191761,lands
231.43565439300036,domes
231.6613197229311,faros
231.94495078381334,caner
232.07036091870216,hails
232.1399927087131,modes
232.28271965001824,sears
232.28399562522785,serif
232.4017499088589,aside
233.124316441852,hakes
233.14218009478674,loams
233.166970470288,trade
233.4323733138899,veals
233.44877870944222,slued
233.59132336857456,mails
233.63215457528253,gaols
233.89391177542836,spite
234.0043747721473,inset
234.08676631425448,miser
234.30586948596428,arson
234.38425082026978,rears
234.4841414509661,cards
234.74735690849434,beast
234.83047757929273,fairs
234.86620488516223,treys
235.01239518775063,manse
235.05577834487787,salve
235.19212541013488,goats
235.3171709806781,relit
235.34451330659863,harts
235.3649289099526,sores
235.49216186656946,files
235.5778344877871,arses
235.5781990521327,space
235.6667881881152,shoed
235.6813707619395,stein
235.74917973022238,tamer
235.84815895005468,siree
235.98250091141085,boats
236.44112285818446,flies
236.46664236237697,autos
236.53846153846155,fames
236.71563981042655,prose
236.84724753919068,scone
236.9161502005104,slime
236.92307692307693,trams
236.95224207072548,cause
237.25300765585126,loins
237.2967553773241,pause
237.46992344148742,alone
237.6204885162231,heaps
237.8129784907036,yetis
237.90922347794387,dealt
238.01239518775063,amirs
238.19066715275247,strew
238.25811155668976,trays
238.26759022967553,rives
238.3809697411593,lamer
238.68975574188843,edits
238.73714910681736,voles
238.7973022238425,smite
238.833029529712,stain
238.90885891359824,lions
238.92818082391543,baits
238.96135617936565,votes
238.98614655486693,litre
239.13671162960262,waste
239.23368574553407,hater
239.50674444039373,shred
239.51111921254102,emirs
239.54866934013853,larks
239.57601166605906,coeds
239.62595698140723,snake
239.81115566897557,liner
239.81662413415967,lours
239.83521691578562,bakes
239.89792198323005,avers
239.94823186292382,dirts
239.97302223842507,smile
240.01312431644186,goals
240.12796208530807,axles
240.19504192489975,swore
240.38242799854174,doges
240.39846882974845,louse
240.4575282537368,alder
240.57674079475026,bodes
240.5986146554867,snort
240.6186656944951,pules
240.77506379876047,sires
241.1815530441123,atone
241.2814436748086,loves
241.2861830113015,penis
241.30805687203792,dolts
241.34742982136348,adore
241.45606999635436,urges
241.87750637987605,sprat
241.90958804228947,karts
242.0415603353992,yarns
242.15457528253737,gaits
242.38425082026978,deist
242.48304775792928,bails
242.51221290557783,react
242.53882610280715,saudi
242.9639081297849,belts
243.0576011666059,crate
243.21181188479767,pains
243.37076193948232,horse
243.58913598250092,antis
243.69485964272695,caves
243.7017863652935,prate
243.71017134524243,prise
243.82427998541743,fleas
244.0583302952971,ramie
244.18082391542106,hopes
244.23040466642362,ailed
244.3791469194313,sabot
244.93984688297485,since
244.9781261392636,opals
245.0052861830113,sorer
245.26831935836674,steak
245.34925264309152,routs
245.3594604447685,spied
245.3755012759752,style
245.4057601166606,moans
245.4385709077652,nosed
245.4688297484506,rubes
245.74334670069268,torsi
245.92781625956982,dimes
246.16514764855998,shite
246.25118483412322,zeals
246.28290193219104,mopes
246.34961720743712,hides
246.5209624498724,tours
246.65074735690848,slave
246.65949690120306,dunes
246.71673350346336,barns
246.76412686839228,seamy
246.84834123222748,taker
246.87787094422166,sweat
246.91213999270872,aspen
246.99234414874226,brats
247.06379876048123,pitas
247.20670798395918,lauds
247.22712358731317,treks
247.45570543200876,mules
247.50382792562888,wages
247.5734597156398,saith
247.64855997083484,tenor
247.76376230404665,cants
247.84177907400655,togas
247.87823550856726,trace
247.9846882974845,stave
248.3488880787459,ferns
248.36128326649654,blase
248.55377324097702,yules
248.62595698140723,shied
248.63397739701057,edams
248.7561064527889,codas
248.78454247174625,baler
248.79948960991615,apter
248.83193583667517,shone
248.86073641997814,snide
249.0404666423624,lidos
249.09077652205613,saved
249.26649653663873,smart
249.33503463361282,coils
249.45497630331752,shape
249.4622675902297,stoke
249.50164053955524,teary
249.54866934013853,stand
249.551950419249,pearl
249.65475756471017,areas
249.916514764856,lager
249.94896099161502,herds
249.95625227852716,solid
249.99671892088955,tread
250.0258840685381,demos
250.2030623405031,pyres
250.54866934013853,strap
250.57382427998542,drest
250.75173168064163,stray
250.76631425446593,false
250.84615384615384,oaths
250.9325555960627,seals
251.02916514764857,servo
251.13452424352897,panel
251.16806416332483,aline
251.321910317171,malts
251.4371126503828,bides
251.63179001093692,serum
251.64855997083484,beams
251.69012030623406,parsi
251.72511848341233,based
251.7440758293839,homes
252.15311702515493,peaks
252.47721472839956,laden
252.5151294203427,slept
252.78454247174625,salty
252.78527160043748,astir
252.9019321910317,feast
252.90484870579658,yeahs
253.0051039008385,paves
253.1040831206708,soles
253.28982865475757,okras
253.3539919795844,nudes
253.39409405760117,plats
253.5730951512942,niter
253.7761574917973,spelt
253.81206707983958,seats
254.03827925628875,duels
254.38826102807147,pants
254.39154210718192,pesto
254.65949690120306,mains
254.87422530076557,close
254.9839591687933,delta
255.05140357273058,fines
255.21545752825375,vapes
255.27962085308056,dopas
255.3846153846154,dazes
255.60845789281808,warts
255.71636893911776,shame
255.8009478672986,fakes
255.8020415603354,clans
255.9416697047029,drams
256.09989063069634,brans
256.1509296390813,cared
256.1600437477215,coast
256.26102807145463,cokes
256.2661319722931,realm
256.29420342690486,loxes
256.38315712723295,smelt
256.5049216186657,ports
256.6977761574918,savor
256.8122493620124,duets
257.02369668246445,shyer
257.0415603353992,foals
257.0506744440394,teats
257.1221290557784,mutes
257.2026977761575,ratio
257.3857090776522,spine
257.42471746263215,maids
257.4794021144732,sloes
257.5887714181553,zeros
257.77469923441487,nurse
257.78527160043745,jades
257.78782355085673,wines
257.81625956981406,zetas
257.8862559241706,glues
257.8866204885162,crest
257.98760481224934,relay
258.0743711265038,biros
258.199416697047,cadet
258.2409770324462,farts
258.2781625956981,recta
258.46773605541375,wiser
258.6343419613562,halts
258.85162231133796,shoat
258.8786000729129,afros
258.9132336857455,gorse
258.9555231498359,snipe
259.01275975209626,bents
259.06088224571636,loafs
259.13415967918337,bolas
259.17608457892817,trail
259.2398833394094,pokes
259.3069631790011,ashen
259.6977761574918,luges
259.7644914327379,wakes
260.0040102078017,lives
260.0087495442946,roses
260.0867663142545,waits
260.1461903025884,crane
260.3609187021509,pared
260.5304411228582,atoms
260.63324826831933,yards
260.6977761574918,doter
260.71162960262484,canoe
260.98833394094055,giros
261.4524243528983,kenos
261.5184104994531,opens
261.7280349981772,shoal
261.8421436383522,carps
261.86255924170615,nosey
261.86656944950784,nacre
261.877506379876,piste
261.89354721108276,route
261.9411228581845,totes
262.2366022602989,morel
262.27342325920523,wails
262.37222019686476,frets
262.4272694130514,haves
262.46445497630333,welts
262.4939846882975,rafts
262.57090776522057,bards
262.5971563981043,idols
262.7174626321546,goads
262.7178271965002,drays
262.8366751731681,heart
263.0470288005833,tired
263.10535909588043,trews
263.154939846883,dagos
263.30076558512576,tunas
263.37294932555596,plate
263.5876777251185,large
263.66022602989426,corns
263.7586584032082,darks
263.7644914327379,leapt
263.8118847976668,outer
263.89281808239156,plans
264.07072548304774,shard
264.09733868027706,dikes
264.18337586584033,jeans
264.36675173168067,blues
264.54137805322637,perms
264.57637623040466,clear
264.594604447685,laths
264.8855267954794,melds
264.90302588406854,suave
264.9620853080569,shine
265.0109369303682,raced
265.0721837404302,gents
265.14728399562523,fails
265.158585490339,thais
265.2026977761575,scent
265.21472839956255,posed
265.238425082027,byres
265.26358002187385,miens
265.3175355450237,riled
265.57564710171346,tubes
265.6102807145461,narks
265.7090776522056,sinew
265.73277433467007,taped
265.8530805687204,ranks
265.89427633977397,colts
265.9234414874225,capos
266.0021873860736,ulnas
266.0459351075465,lubes
266.0893182646737,inter
266.14108640174993,sneak
266.1961356179366,trial
266.28837039737516,kolas
266.5690849434925,grans
266.57382427998544,hared
266.8826102807146,talks
267.1618665694495,tried
267.2037914691943,felts
267.65439300036456,lints
267.7874589865111,rebus
267.90521327014216,water
267.98359460444766,warns
267.9956252278527,aunts
268.1658767772512,drabs
268.25592417061614,omens
268.3959168793292,rosin
268.6077287641269,laird
268.6398104265403,items
268.74188844331024,spake
269.1531170251549,louts
269.18446955887714,douse
269.29821363470654,beaks
269.3437841779074,porns
269.6244987240248,lefts
269.73569084943495,frats
269.9278162595698,yokes
269.98286547575645,drags
270.0636164783084,rises
270.1283266496537,raped
270.25665329930735,hokes
270.38133430550494,anted
270.6412686839227,early
270.6664236237696,sherd
270.79475027342323,acids
270.80933284724756,state
270.9529711994167,lento
271.04994531534817,brads
271.0791104629967,abler
271.0889537003281,yearn
271.1498359460445,moils
271.1629602624863,reels
271.2861830113015,zones
271.34670069267224,sowed
271.3696682464455,surge
271.41596791833757,grate
271.45534086766315,worse
271.46773605541375,emits
271.57929274516954,debts
271.6139263580022,japes
271.6244987240248,scope
271.7619394823186,lotus
271.7973022238425,skied
271.97156398104266,topis
272.01895734597156,those
272.0448414145097,clots
272.4848705796573,solve
272.5257017863653,types
272.54210718191763,besot
272.5687203791469,nitre
272.74298213634705,splat
272.78162595698143,pacer
272.89427633977397,dregs
273.1720743711265,vedas
273.2701421800948,grads
273.3802406124681,ecrus
273.4039372949326,spent
273.4903390448414,screw
273.49653663871675,gains
273.5264309150565,inlet
273.560335399198,shlep
273.60627050674447,caper
274.05614290922347,pends
274.1086401749909,pikes
274.18118847976666,wrens
274.2336857455341,moire
274.29857819905214,overs
274.5359095880423,dyers
274.5585125774699,trips
274.69668246445497,craps
274.79001093693034,girls
274.800583302953,scant
275.06489245351804,togae
275.20069267225665,leers
275.30368209989064,resow
275.3554502369668,sport
275.7298578199052,gelds
275.8384979948961,saris
275.85235144002917,tease
276.0021873860736,spice
276.22311337951146,older
276.2427998541743,shake
276.4115931461903,veils
276.46700692672255,gibes
276.7451695224207,tiled
276.83631060882243,hosed
276.9274516952242,lance
276.93583667517316,germs
276.96117389719285,soars
276.9985417426176,scald
276.9992708713088,stark
277.15257017863655,loses
277.54210718191763,roars
277.5687203791469,tyros
277.57746992344147,ruins
277.7655851257747,miler
277.9230769230769,morns
277.9259934378418,prole
277.97119941669706,heist
278.1097338680277,oiled
278.2008749544295,cadre
278.30550492161865,lathe
278.3919066715275,shalt
278.4939846882975,fiats
278.6912139992709,hazes
278.7094422165512,paled
278.91396281443673,harps
279.06671527524605,laced
279.09114108640176,glare
279.2081662413416,padre
279.2880058330295,perks
279.46554866934014,mazes
279.53846153846155,arums
279.6317900109369,blare
279.688297484506,petal
279.7240247903755,earth
279.7499088589136,lease
279.79438570907763,crams
279.9263580021874,coves
280.0036456434561,rinds
280.18519868756835,tuner
280.29894276339775,herbs
280.4039372949326,sites
280.509296390813,toned
280.7754283631061,glens
280.8804228946409,stove
280.8906306963179,anode
280.9150565074736,boils
280.94531534815894,payer
280.97484506015314,trims
281.1137440758294,maxes
281.2125410134889,cords
281.3065986146555,carbs
281.42107181917606,mikes
281.46299671892086,boast
281.5052861830113,tamed
281.6664236237696,setup
281.6711629602625,hauls
281.6872037914692,coins
281.83904484141453,cases
282.0477579292745,talon
282.22238425082026,ethos
282.4123222748815,berms
282.45570543200876,trees
282.54028436018956,vines
282.6394458621947,yikes
282.66095515858547,horns
282.666059059424,trope
282.8319358366752,table
282.9179730222384,arced
283.05796573095154,dupes
283.1509296390813,lepta
283.2865475756471,peril
283.42143638352167,honer
283.45862194677363,clits
283.51367116296024,phase
283.8395916879329,wards
283.90156762668613,flues
284.06088224571636,wipes
284.1946773605541,adzes
284.25118483412325,tangs
284.2752460809333,relic
284.37695953335765,turns
284.74006562158223,strop
284.7506379876048,mends
284.82245716368936,singe
284.98177178271965,haled
285.0765585125775,limos
285.21545752825375,plane
285.41888443310245,doves
285.62668611009843,soapy
285.94130514035726,hikes
285.9485964272694,gazes
286.02843601895734,sadly
286.3233685745534,norms
286.37586584032084,amuse
286.4115931461903,recto
286.5103900838498,taken
286.5534086766314,drape
286.58694859642725,thens
286.5956981407218,hated
286.80422894640907,bytes
286.83120670798394,picas
286.85125774699236,ukase
286.8734961720744,timer
286.98760481224934,woads
287.12723295661687,opera
287.1509296390813,motel
287.1647830842144,story
287.18301130149473,girts
287.25154939846885,poems
287.33649289099526,plots
287.3631060882246,mated
287.446226759023,enrol
287.4520597885527,radio
287.4640904119577,pacts
287.51932191031716,sties
287.54465913233685,puces
287.87386073642,drops
287.8796937659497,wains
287.89938024061246,skoal
288.2457163689391,curse
288.28909952606637,bikes
288.3678454247175,comas
288.37586584032084,crags
288.42143638352167,cleat
288.4637258476121,meson
288.53408676631426,straw
288.553773240977,ramps
288.6416332482683,regal
288.7499088589136,naifs
288.7564710171345,mauls
288.79456799125046,taste
288.90521327014216,faves
289.0481224936201,molts
289.2136347065257,prods
289.26430915056505,train
289.27342325920523,stoic
289.4108640174991,runts
289.46117389719285,idler
289.4808603718556,oaken
289.5570543200875,miter
289.74043018592783,brits
289.8734961720744,harms
289.90776522056143,drone
289.924899744805,preys
289.9314619030259,deary
289.93948231862925,sages
290.00856726212174,asset
290.12686839227126,caned
290.2019686474663,harem
290.2041560335399,pious
290.23222748815164,triad
290.2876412686839,hotel
290.3685745534087,cameo
290.374772147284,outre
290.5060153117025,erase
290.61210353627416,damns
290.7152752460809,cedar
290.8815165876777,adieu
290.9679183375866,bergs
291.0812978490704,helps
291.11192125410133,meant
291.5359095880423,cruse
291.6365293474298,trice
291.69485964272695,short
291.71017134524243,acted
291.8530805687204,draws
291.967553773241,easel
292.18483412322274,purse
292.2712358731316,shrew
292.35180459351074,crabs
292.3532628508932,trash
292.4487787094422,grits
292.45023696682466,balds
292.48705796573097,heard
292.5311702515494,noted
292.5614290922348,supra
292.5949690120306,tanks
292.86584032081663,taupe
292.8800583302953,bared
292.90995260663504,storm
293.0689026613197,prams
293.1582209259934,spoil
293.33029529711996,chase
293.38169886985054,scorn
293.70178636529346,ready
294.0393729493256,waves
294.0802041560335,trigs
294.14728399562523,penal
294.24717462632157,carol
294.2489974480496,scary
294.3490703609187,arias
294.38206343419614,great
294.4316441851987,roust
294.48632883703976,prays
294.5610645278892,temps
294.86219467736055,scrap
295.0925993437842,vials
295.1170251549398,turds
295.2748815165877,scarp
295.2796208530806,sugar
295.3149835946044,after
295.34524243528983,range
295.3700328107911,tykes
295.4444039372949,strip
295.4830477579293,menus
295.4855997083485,zines
295.635435654393,newts
295.7666788188115,ideal
295.8086037185563,artsy
296.040831206708,pleat
296.10025519504194,nicer
296.17499088589136,mayos
296.1972293109734,glans
296.2869121399927,tripe
296.4841414509661,gated
296.56944950783816,scrod
296.5730951512942,wadis
296.6416332482683,metal
296.90047393364927,tilde
296.9066715275246,canst
297.32519139628147,hands
297.3335763762304,dorms
297.4469558877142,drips
297.5390083849799,sines
297.54210718191763,ulnae
297.58184469558876,bends
297.718920889537,salvo
297.77761574917974,flare
297.7874589865111,speak
297.8002187386074,pager
297.82355085672623,micas
297.87623040466644,gages
298.0889537003281,raged
298.38899015676265,helms
298.4837768866205,parks
298.7502734232592,caber
298.82646737149105,senna
298.9325555960627,upset
298.9697411593146,lairy
299.02479037550125,vices
299.06161137440756,eland
299.13671162960264,prone
299.13962814436746,anger
299.1673350346336,coxes
299.2129055778345,bated
299.4050309879694,curls
299.4837768866205,easts
299.54830477579293,ripen
299.6419978126139,swine
299.6820998906307,blear
299.751367116296,ravel
299.77214728399565,dozes
299.77907400656215,afire
299.9219832300401,abuse
300.0871308786001,epics
300.19886985052864,steer
300.2448049580751,babes
300.2508202697776,crone
300.25847612103536,nukes
300.35216915785634,calms
300.3594604447685,spend
300.36638716733506,forts
300.437841779074,oscar
300.50783813343054,house
300.77725118483414,flats
300.81553044112286,raked
300.8545388261028,asked
300.9588042289464,tonal
301.0040102078017,tiger
301.0153117025155,scram
301.0379146919431,glads
301.0473933649289,ovals
301.06306963179003,jatos
301.0871308786001,gnats
301.10535909588043,lexis
301.1946773605541,yelps
301.2362376959533,verso
301.238425082027,inert
301.32555596062707,biter
301.3620123951878,throe
301.37841779074006,pours
301.3966460080204,lamed
301.437841779074,mason
301.5162231133795,suety
301.5362741523879,sperm
301.53919066715275,moves
301.61574917973024,omits
301.65767407947504,colds
301.7663142544659,feral
301.77725118483414,berks
301.9843237331389,merit
302.06124681006196,daisy
302.1662413415968,worts
302.34742982136345,dints
302.4269048487058,mosey
302.5154939846883,jails
302.6084578928181,tabus
302.61137440758296,kepis
303.1257746992344,surer
303.24717462632157,maori
303.2756106452789,thane
303.33029529711996,techs
303.4473204520598,mouse
303.46627779803134,usage
303.5743711265038,noses
303.688297484506,kerbs
303.7032446226759,bolts
303.70689026613195,crews
303.73058694859645,valet
303.8691213999271,auger
303.93948231862925,stalk
304.0444768501641,chaos
304.06525701786364,sward
304.14509660955156,cubes
304.28873496172076,kilos
304.30514035727305,wants
304.3977397010572,welds
304.42289464090413,dalit
304.4742982136347,waist
304.573277433467,sakes
304.70032810791105,death
304.7200145825738,greys
304.7287641268684,veins
304.7506379876048,vents
304.79001093693034,diner
304.9128691213999,liker
304.9187021509296,nixes
304.9314619030259,boner
304.98578199052133,armed
305.25847612103536,copse
305.30514035727305,lawns
305.4465913233686,neath
305.470288005833,ogler
305.4826831935837,spray
305.4896099161502,chars
305.83157127232954,crape
305.8428727670434,cored
305.8702150929639,radon
305.97047028800586,tapir
305.98250091141085,meows
305.9967189208895,shirt
306.26795479402114,marks
